statement,label,extracted_statement_ids,extracted_statement_texts
(13 * 13) * (13 / 1) = 2202,False,"[128000, 128011, 7, 1032, 353, 220, 1032, 8, 353, 320, 1032, 611, 220, 16, 8, 284, 220, 8610, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(13 * 13) * (13 / 1) = 2202<｜Assistant｜><think>
"
(8 * 25) - (3 + 3) = 194,True,"[128000, 128011, 7, 23, 353, 220, 914, 8, 482, 320, 18, 489, 220, 18, 8, 284, 220, 6393, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(8 * 25) - (3 + 3) = 194<｜Assistant｜><think>
"
(9 - 25) + (6 * 16) = 80,True,"[128000, 128011, 7, 24, 482, 220, 914, 8, 489, 320, 21, 353, 220, 845, 8, 284, 220, 1490, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 - 25) + (6 * 16) = 80<｜Assistant｜><think>
"
(26 + 9) - (2 + 20) = 13,True,"[128000, 128011, 7, 1627, 489, 220, 24, 8, 482, 320, 17, 489, 220, 508, 8, 284, 220, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 + 9) - (2 + 20) = 13<｜Assistant｜><think>
"
(3 * 25) + (19 + 20) = 119,False,"[128000, 128011, 7, 18, 353, 220, 914, 8, 489, 320, 777, 489, 220, 508, 8, 284, 220, 9079, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 * 25) + (19 + 20) = 119<｜Assistant｜><think>
"
(37 / 37) * (9 * 5) = 42,False,"[128000, 128011, 7, 1806, 611, 220, 1806, 8, 353, 320, 24, 353, 220, 20, 8, 284, 220, 2983, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 / 37) * (9 * 5) = 42<｜Assistant｜><think>
"
(22 * 23) + (1 - 9) = 498,True,"[128000, 128011, 7, 1313, 353, 220, 1419, 8, 489, 320, 16, 482, 220, 24, 8, 284, 220, 21962, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 23) + (1 - 9) = 498<｜Assistant｜><think>
"
(25 + 5) * (13 + 4) = 508,False,"[128000, 128011, 7, 914, 489, 220, 20, 8, 353, 320, 1032, 489, 220, 19, 8, 284, 220, 19869, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 5) * (13 + 4) = 508<｜Assistant｜><think>
"
(36 + 38) + (9 + 1) = 82,False,"[128000, 128011, 7, 1927, 489, 220, 1987, 8, 489, 320, 24, 489, 220, 16, 8, 284, 220, 6086, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 + 38) + (9 + 1) = 82<｜Assistant｜><think>
"
(39 * 27) - (16 * 12) = 856,False,"[128000, 128011, 7, 2137, 353, 220, 1544, 8, 482, 320, 845, 353, 220, 717, 8, 284, 220, 25505, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 * 27) - (16 * 12) = 856<｜Assistant｜><think>
"
(1 - 3) - (15 - 16) = -6,False,"[128000, 128011, 7, 16, 482, 220, 18, 8, 482, 320, 868, 482, 220, 845, 8, 284, 482, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 - 3) - (15 - 16) = -6<｜Assistant｜><think>
"
(11 - 31) - (8 + 2) = -31,False,"[128000, 128011, 7, 806, 482, 220, 2148, 8, 482, 320, 23, 489, 220, 17, 8, 284, 482, 2148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(11 - 31) - (8 + 2) = -31<｜Assistant｜><think>
"
(28 + 28) + (13 * 19) = 307,False,"[128000, 128011, 7, 1591, 489, 220, 1591, 8, 489, 320, 1032, 353, 220, 777, 8, 284, 220, 14777, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 + 28) + (13 * 19) = 307<｜Assistant｜><think>
"
(34 - 22) + (15 - 14) = 13,True,"[128000, 128011, 7, 1958, 482, 220, 1313, 8, 489, 320, 868, 482, 220, 975, 8, 284, 220, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 22) + (15 - 14) = 13<｜Assistant｜><think>
"
(14 / 7) * (8 - 7) = 0,False,"[128000, 128011, 7, 975, 611, 220, 22, 8, 353, 320, 23, 482, 220, 22, 8, 284, 220, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(14 / 7) * (8 - 7) = 0<｜Assistant｜><think>
"
(18 * 7) + (3 * 6) = 144,True,"[128000, 128011, 7, 972, 353, 220, 22, 8, 489, 320, 18, 353, 220, 21, 8, 284, 220, 8929, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 * 7) + (3 * 6) = 144<｜Assistant｜><think>
"
(10 * 23) * (15 + 5) = 4600,True,"[128000, 128011, 7, 605, 353, 220, 1419, 8, 353, 320, 868, 489, 220, 20, 8, 284, 220, 16551, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 * 23) * (15 + 5) = 4600<｜Assistant｜><think>
"
(17 - 30) + (1 * 15) = 2,True,"[128000, 128011, 7, 1114, 482, 220, 966, 8, 489, 320, 16, 353, 220, 868, 8, 284, 220, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 - 30) + (1 * 15) = 2<｜Assistant｜><think>
"
(5 - 2) + (6 * 1) = 4,False,"[128000, 128011, 7, 20, 482, 220, 17, 8, 489, 320, 21, 353, 220, 16, 8, 284, 220, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 - 2) + (6 * 1) = 4<｜Assistant｜><think>
"
(39 - 16) * (7 + 10) = 386,False,"[128000, 128011, 7, 2137, 482, 220, 845, 8, 353, 320, 22, 489, 220, 605, 8, 284, 220, 16481, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 - 16) * (7 + 10) = 386<｜Assistant｜><think>
"
(34 - 32) * (4 - 2) = 1,False,"[128000, 128011, 7, 1958, 482, 220, 843, 8, 353, 320, 19, 482, 220, 17, 8, 284, 220, 16, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 32) * (4 - 2) = 1<｜Assistant｜><think>
"
(35 - 20) + (15 - 6) = 24,True,"[128000, 128011, 7, 1758, 482, 220, 508, 8, 489, 320, 868, 482, 220, 21, 8, 284, 220, 1187, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 - 20) + (15 - 6) = 24<｜Assistant｜><think>
"
(39 - 12) - (8 * 19) = -130,False,"[128000, 128011, 7, 2137, 482, 220, 717, 8, 482, 320, 23, 353, 220, 777, 8, 284, 482, 5894, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 - 12) - (8 * 19) = -130<｜Assistant｜><think>
"
(28 - 33) - (7 * 2) = -19,True,"[128000, 128011, 7, 1591, 482, 220, 1644, 8, 482, 320, 22, 353, 220, 17, 8, 284, 482, 777, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(28 - 33) - (7 * 2) = -19<｜Assistant｜><think>
"
(22 + 16) - (1 - 2) = 42,False,"[128000, 128011, 7, 1313, 489, 220, 845, 8, 482, 320, 16, 482, 220, 17, 8, 284, 220, 2983, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 + 16) - (1 - 2) = 42<｜Assistant｜><think>
"
(21 - 14) + (16 - 12) = 11,True,"[128000, 128011, 7, 1691, 482, 220, 975, 8, 489, 320, 845, 482, 220, 717, 8, 284, 220, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 - 14) + (16 - 12) = 11<｜Assistant｜><think>
"
(39 - 30) * (13 * 16) = 1873,False,"[128000, 128011, 7, 2137, 482, 220, 966, 8, 353, 320, 1032, 353, 220, 845, 8, 284, 220, 9674, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(39 - 30) * (13 * 16) = 1873<｜Assistant｜><think>
"
(34 + 32) + (4 + 8) = 78,True,"[128000, 128011, 7, 1958, 489, 220, 843, 8, 489, 320, 19, 489, 220, 23, 8, 284, 220, 2495, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 32) + (4 + 8) = 78<｜Assistant｜><think>
"
(26 * 7) / (13 - 6) = 24,False,"[128000, 128011, 7, 1627, 353, 220, 22, 8, 611, 320, 1032, 482, 220, 21, 8, 284, 220, 1187, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(26 * 7) / (13 - 6) = 24<｜Assistant｜><think>
"
(25 + 37) + (12 - 5) = 65,False,"[128000, 128011, 7, 914, 489, 220, 1806, 8, 489, 320, 717, 482, 220, 20, 8, 284, 220, 2397, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 37) + (12 - 5) = 65<｜Assistant｜><think>
"
(30 * 28) / (16 - 18) = -415,False,"[128000, 128011, 7, 966, 353, 220, 1591, 8, 611, 320, 845, 482, 220, 972, 8, 284, 482, 18136, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 * 28) / (16 - 18) = -415<｜Assistant｜><think>
"
(21 * 8) + (8 - 3) = 173,True,"[128000, 128011, 7, 1691, 353, 220, 23, 8, 489, 320, 23, 482, 220, 18, 8, 284, 220, 11908, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 * 8) + (8 - 3) = 173<｜Assistant｜><think>
"
(32 - 20) * (18 * 20) = 4315,False,"[128000, 128011, 7, 843, 482, 220, 508, 8, 353, 320, 972, 353, 220, 508, 8, 284, 220, 19852, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 - 20) * (18 * 20) = 4315<｜Assistant｜><think>
"
(15 + 1) + (6 - 17) = 3,False,"[128000, 128011, 7, 868, 489, 220, 16, 8, 489, 320, 21, 482, 220, 1114, 8, 284, 220, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 + 1) + (6 - 17) = 3<｜Assistant｜><think>
"
(36 + 37) - (12 - 18) = 81,False,"[128000, 128011, 7, 1927, 489, 220, 1806, 8, 482, 320, 717, 482, 220, 972, 8, 284, 220, 5932, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 + 37) - (12 - 18) = 81<｜Assistant｜><think>
"
(17 - 29) * (20 + 19) = -467,False,"[128000, 128011, 7, 1114, 482, 220, 1682, 8, 353, 320, 508, 489, 220, 777, 8, 284, 482, 20419, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 - 29) * (20 + 19) = -467<｜Assistant｜><think>
"
(3 - 14) - (12 - 18) = -5,True,"[128000, 128011, 7, 18, 482, 220, 975, 8, 482, 320, 717, 482, 220, 972, 8, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(3 - 14) - (12 - 18) = -5<｜Assistant｜><think>
"
(40 + 19) * (16 - 6) = 590,True,"[128000, 128011, 7, 1272, 489, 220, 777, 8, 353, 320, 845, 482, 220, 21, 8, 284, 220, 20615, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 + 19) * (16 - 6) = 590<｜Assistant｜><think>
"
(37 + 11) - (12 + 18) = 18,True,"[128000, 128011, 7, 1806, 489, 220, 806, 8, 482, 320, 717, 489, 220, 972, 8, 284, 220, 972, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 + 11) - (12 + 18) = 18<｜Assistant｜><think>
"
(18 + 15) - (2 - 7) = 36,False,"[128000, 128011, 7, 972, 489, 220, 868, 8, 482, 320, 17, 482, 220, 22, 8, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(18 + 15) - (2 - 7) = 36<｜Assistant｜><think>
"
(24 * 32) * (17 * 3) = 39168,True,"[128000, 128011, 7, 1187, 353, 220, 843, 8, 353, 320, 1114, 353, 220, 18, 8, 284, 220, 19631, 2614, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 32) * (17 * 3) = 39168<｜Assistant｜><think>
"
(33 - 11) - (2 * 3) = 21,False,"[128000, 128011, 7, 1644, 482, 220, 806, 8, 482, 320, 17, 353, 220, 18, 8, 284, 220, 1691, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 - 11) - (2 * 3) = 21<｜Assistant｜><think>
"
(10 * 13) + (1 + 6) = 137,True,"[128000, 128011, 7, 605, 353, 220, 1032, 8, 489, 320, 16, 489, 220, 21, 8, 284, 220, 10148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 * 13) + (1 + 6) = 137<｜Assistant｜><think>
"
(29 + 13) - (8 + 8) = 22,False,"[128000, 128011, 7, 1682, 489, 220, 1032, 8, 482, 320, 23, 489, 220, 23, 8, 284, 220, 1313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(29 + 13) - (8 + 8) = 22<｜Assistant｜><think>
"
(37 - 37) / (15 + 15) = 0,True,"[128000, 128011, 7, 1806, 482, 220, 1806, 8, 611, 320, 868, 489, 220, 868, 8, 284, 220, 15, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 - 37) / (15 + 15) = 0<｜Assistant｜><think>
"
(25 - 21) - (10 + 18) = -24,True,"[128000, 128011, 7, 914, 482, 220, 1691, 8, 482, 320, 605, 489, 220, 972, 8, 284, 482, 1187, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 - 21) - (10 + 18) = -24<｜Assistant｜><think>
"
(21 * 17) * (5 * 16) = 28562,False,"[128000, 128011, 7, 1691, 353, 220, 1114, 8, 353, 320, 20, 353, 220, 845, 8, 284, 220, 15935, 5538, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 * 17) * (5 * 16) = 28562<｜Assistant｜><think>
"
(34 - 9) - (8 - 16) = 38,False,"[128000, 128011, 7, 1958, 482, 220, 24, 8, 482, 320, 23, 482, 220, 845, 8, 284, 220, 1987, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 9) - (8 - 16) = 38<｜Assistant｜><think>
"
(34 - 32) * (4 - 2) = 4,True,"[128000, 128011, 7, 1958, 482, 220, 843, 8, 353, 320, 19, 482, 220, 17, 8, 284, 220, 19, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 - 32) * (4 - 2) = 4<｜Assistant｜><think>
"
(6 - 22) - (17 - 20) = -13,True,"[128000, 128011, 7, 21, 482, 220, 1313, 8, 482, 320, 1114, 482, 220, 508, 8, 284, 482, 1032, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 - 22) - (17 - 20) = -13<｜Assistant｜><think>
"
(25 + 31) - (16 + 1) = 36,False,"[128000, 128011, 7, 914, 489, 220, 2148, 8, 482, 320, 845, 489, 220, 16, 8, 284, 220, 1927, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 31) - (16 + 1) = 36<｜Assistant｜><think>
"
(12 - 21) * (2 + 17) = -171,True,"[128000, 128011, 7, 717, 482, 220, 1691, 8, 353, 320, 17, 489, 220, 1114, 8, 284, 482, 11123, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 - 21) * (2 + 17) = -171<｜Assistant｜><think>
"
(22 * 30) - (7 / 1) = 648,False,"[128000, 128011, 7, 1313, 353, 220, 966, 8, 482, 320, 22, 611, 220, 16, 8, 284, 220, 23802, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 * 30) - (7 / 1) = 648<｜Assistant｜><think>
"
(32 * 29) / (15 - 14) = 924,False,"[128000, 128011, 7, 843, 353, 220, 1682, 8, 611, 320, 868, 482, 220, 975, 8, 284, 220, 23890, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 * 29) / (15 - 14) = 924<｜Assistant｜><think>
"
(2 - 31) + (17 * 3) = 22,True,"[128000, 128011, 7, 17, 482, 220, 2148, 8, 489, 320, 1114, 353, 220, 18, 8, 284, 220, 1313, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 31) + (17 * 3) = 22<｜Assistant｜><think>
"
(15 / 1) * (17 + 20) = 555,True,"[128000, 128011, 7, 868, 611, 220, 16, 8, 353, 320, 1114, 489, 220, 508, 8, 284, 220, 14148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 / 1) * (17 + 20) = 555<｜Assistant｜><think>
"
(40 + 3) + (7 - 6) = 44,True,"[128000, 128011, 7, 1272, 489, 220, 18, 8, 489, 320, 22, 482, 220, 21, 8, 284, 220, 2096, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 + 3) + (7 - 6) = 44<｜Assistant｜><think>
"
(5 + 3) + (10 * 20) = 208,True,"[128000, 128011, 7, 20, 489, 220, 18, 8, 489, 320, 605, 353, 220, 508, 8, 284, 220, 12171, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(5 + 3) + (10 * 20) = 208<｜Assistant｜><think>
"
(20 - 5) * (9 * 13) = 1752,False,"[128000, 128011, 7, 508, 482, 220, 20, 8, 353, 320, 24, 353, 220, 1032, 8, 284, 220, 10005, 17, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(20 - 5) * (9 * 13) = 1752<｜Assistant｜><think>
"
(24 + 4) * (11 - 9) = 59,False,"[128000, 128011, 7, 1187, 489, 220, 19, 8, 353, 320, 806, 482, 220, 24, 8, 284, 220, 2946, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 + 4) * (11 - 9) = 59<｜Assistant｜><think>
"
(33 * 15) - (18 - 10) = 489,False,"[128000, 128011, 7, 1644, 353, 220, 868, 8, 482, 320, 972, 482, 220, 605, 8, 284, 220, 22418, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(33 * 15) - (18 - 10) = 489<｜Assistant｜><think>
"
(4 - 12) * (7 * 13) = -723,False,"[128000, 128011, 7, 19, 482, 220, 717, 8, 353, 320, 22, 353, 220, 1032, 8, 284, 482, 24388, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(4 - 12) * (7 * 13) = -723<｜Assistant｜><think>
"
(23 * 35) * (16 - 9) = 5635,True,"[128000, 128011, 7, 1419, 353, 220, 1758, 8, 353, 320, 845, 482, 220, 24, 8, 284, 220, 21789, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(23 * 35) * (16 - 9) = 5635<｜Assistant｜><think>
"
(19 - 37) - (4 * 8) = -47,False,"[128000, 128011, 7, 777, 482, 220, 1806, 8, 482, 320, 19, 353, 220, 23, 8, 284, 482, 2618, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(19 - 37) - (4 * 8) = -47<｜Assistant｜><think>
"
(10 + 22) * (3 + 17) = 640,True,"[128000, 128011, 7, 605, 489, 220, 1313, 8, 353, 320, 18, 489, 220, 1114, 8, 284, 220, 14033, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 + 22) * (3 + 17) = 640<｜Assistant｜><think>
"
(16 - 19) - (1 * 14) = -17,True,"[128000, 128011, 7, 845, 482, 220, 777, 8, 482, 320, 16, 353, 220, 975, 8, 284, 482, 1114, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 - 19) - (1 * 14) = -17<｜Assistant｜><think>
"
(2 - 28) + (19 - 6) = -9,False,"[128000, 128011, 7, 17, 482, 220, 1591, 8, 489, 320, 777, 482, 220, 21, 8, 284, 482, 24, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 28) + (19 - 6) = -9<｜Assistant｜><think>
"
(40 / 4) + (17 * 14) = 247,False,"[128000, 128011, 7, 1272, 611, 220, 19, 8, 489, 320, 1114, 353, 220, 975, 8, 284, 220, 14125, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(40 / 4) + (17 * 14) = 247<｜Assistant｜><think>
"
(30 - 14) + (12 + 6) = 38,False,"[128000, 128011, 7, 966, 482, 220, 975, 8, 489, 320, 717, 489, 220, 21, 8, 284, 220, 1987, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(30 - 14) + (12 + 6) = 38<｜Assistant｜><think>
"
(9 + 22) - (3 + 5) = 19,False,"[128000, 128011, 7, 24, 489, 220, 1313, 8, 482, 320, 18, 489, 220, 20, 8, 284, 220, 777, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(9 + 22) - (3 + 5) = 19<｜Assistant｜><think>
"
(32 - 31) * (15 * 4) = 57,False,"[128000, 128011, 7, 843, 482, 220, 2148, 8, 353, 320, 868, 353, 220, 19, 8, 284, 220, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 - 31) * (15 * 4) = 57<｜Assistant｜><think>
"
(34 + 16) + (1 * 7) = 57,True,"[128000, 128011, 7, 1958, 489, 220, 845, 8, 489, 320, 16, 353, 220, 22, 8, 284, 220, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 16) + (1 * 7) = 57<｜Assistant｜><think>
"
(34 + 32) + (4 + 18) = 84,False,"[128000, 128011, 7, 1958, 489, 220, 843, 8, 489, 320, 19, 489, 220, 972, 8, 284, 220, 5833, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 32) + (4 + 18) = 84<｜Assistant｜><think>
"
(16 * 18) + (7 - 18) = 277,True,"[128000, 128011, 7, 845, 353, 220, 972, 8, 489, 320, 22, 482, 220, 972, 8, 284, 220, 16367, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(16 * 18) + (7 - 18) = 277<｜Assistant｜><think>
"
(37 * 35) - (3 + 4) = 1293,False,"[128000, 128011, 7, 1806, 353, 220, 1758, 8, 482, 320, 18, 489, 220, 19, 8, 284, 220, 9748, 18, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(37 * 35) - (3 + 4) = 1293<｜Assistant｜><think>
"
(15 + 5) * (14 + 2) = 320,True,"[128000, 128011, 7, 868, 489, 220, 20, 8, 353, 320, 975, 489, 220, 17, 8, 284, 220, 9588, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 + 5) * (14 + 2) = 320<｜Assistant｜><think>
"
(15 / 15) - (20 - 11) = -8,True,"[128000, 128011, 7, 868, 611, 220, 868, 8, 482, 320, 508, 482, 220, 806, 8, 284, 482, 23, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(15 / 15) - (20 - 11) = -8<｜Assistant｜><think>
"
(24 * 2) + (15 - 20) = 43,True,"[128000, 128011, 7, 1187, 353, 220, 17, 8, 489, 320, 868, 482, 220, 508, 8, 284, 220, 3391, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(24 * 2) + (15 - 20) = 43<｜Assistant｜><think>
"
(35 * 12) + (15 + 12) = 447,True,"[128000, 128011, 7, 1758, 353, 220, 717, 8, 489, 320, 868, 489, 220, 717, 8, 284, 220, 20800, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(35 * 12) + (15 + 12) = 447<｜Assistant｜><think>
"
(25 + 22) - (8 * 2) = 31,True,"[128000, 128011, 7, 914, 489, 220, 1313, 8, 482, 320, 23, 353, 220, 17, 8, 284, 220, 2148, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(25 + 22) - (8 * 2) = 31<｜Assistant｜><think>
"
(21 + 17) + (18 * 9) = 200,True,"[128000, 128011, 7, 1691, 489, 220, 1114, 8, 489, 320, 972, 353, 220, 24, 8, 284, 220, 1049, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 + 17) + (18 * 9) = 200<｜Assistant｜><think>
"
(6 + 29) * (13 + 9) = 769,False,"[128000, 128011, 7, 21, 489, 220, 1682, 8, 353, 320, 1032, 489, 220, 24, 8, 284, 220, 24619, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(6 + 29) * (13 + 9) = 769<｜Assistant｜><think>
"
(7 + 29) - (7 * 13) = -57,False,"[128000, 128011, 7, 22, 489, 220, 1682, 8, 482, 320, 22, 353, 220, 1032, 8, 284, 482, 3226, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(7 + 29) - (7 * 13) = -57<｜Assistant｜><think>
"
(2 - 30) * (1 - 7) = 172,False,"[128000, 128011, 7, 17, 482, 220, 966, 8, 353, 320, 16, 482, 220, 22, 8, 284, 220, 10861, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(2 - 30) * (1 - 7) = 172<｜Assistant｜><think>
"
(17 * 21) - (14 - 11) = 354,True,"[128000, 128011, 7, 1114, 353, 220, 1691, 8, 482, 320, 975, 482, 220, 806, 8, 284, 220, 18384, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(17 * 21) - (14 - 11) = 354<｜Assistant｜><think>
"
(32 - 16) - (3 * 7) = -5,True,"[128000, 128011, 7, 843, 482, 220, 845, 8, 482, 320, 18, 353, 220, 22, 8, 284, 482, 20, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(32 - 16) - (3 * 7) = -5<｜Assistant｜><think>
"
(21 - 9) + (16 - 17) = 11,True,"[128000, 128011, 7, 1691, 482, 220, 24, 8, 489, 320, 845, 482, 220, 1114, 8, 284, 220, 806, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(21 - 9) + (16 - 17) = 11<｜Assistant｜><think>
"
(12 - 12) - (4 * 11) = -47,False,"[128000, 128011, 7, 717, 482, 220, 717, 8, 482, 320, 19, 353, 220, 806, 8, 284, 482, 2618, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(12 - 12) - (4 * 11) = -47<｜Assistant｜><think>
"
(22 / 2) + (19 - 14) = 16,True,"[128000, 128011, 7, 1313, 611, 220, 17, 8, 489, 320, 777, 482, 220, 975, 8, 284, 220, 845, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(22 / 2) + (19 - 14) = 16<｜Assistant｜><think>
"
(10 * 18) / (11 - 5) = 30,True,"[128000, 128011, 7, 605, 353, 220, 972, 8, 611, 320, 806, 482, 220, 20, 8, 284, 220, 966, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(10 * 18) / (11 - 5) = 30<｜Assistant｜><think>
"
(1 * 38) * (9 + 13) = 831,False,"[128000, 128011, 7, 16, 353, 220, 1987, 8, 353, 320, 24, 489, 220, 1032, 8, 284, 220, 25009, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(1 * 38) * (9 + 13) = 831<｜Assistant｜><think>
"
(36 * 37) * (7 + 18) = 33300,True,"[128000, 128011, 7, 1927, 353, 220, 1806, 8, 353, 320, 22, 489, 220, 972, 8, 284, 220, 8765, 410, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(36 * 37) * (7 + 18) = 33300<｜Assistant｜><think>
"
(34 + 22) - (10 + 2) = 43,False,"[128000, 128011, 7, 1958, 489, 220, 1313, 8, 482, 320, 605, 489, 220, 17, 8, 284, 220, 3391, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 22) - (10 + 2) = 43<｜Assistant｜><think>
"
(34 + 34) * (12 * 4) = 3266,False,"[128000, 128011, 7, 1958, 489, 220, 1958, 8, 353, 320, 717, 353, 220, 19, 8, 284, 220, 17470, 21, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>(34 + 34) * (12 * 4) = 3266<｜Assistant｜><think>
"
