statement,label,stmt1_id,stmt2_id
It is the case both that The city of Gujrat is in Pakistan. and that The city of The Bronx is in the United States..,1,107,259
It is the case both that The city of Sangli is in China. and that The city of Soweto is in Mexico..,0,51,1173
It is the case both that The city of Huangshi is in China. and that The city of Kikolo is in Angola..,1,87,160
It is the case both that The city of Suwon is in South Korea. and that The city of Puxi is in China..,1,663,727
It is the case both that The city of Hohhot is in China. and that The city of Banjarmasin is in Indonesia..,1,770,1021
It is the case both that The city of Maputo is in Mozambique. and that The city of Saint Petersburg is in India..,0,829,786
It is the case both that The city of Douala is in China. and that The city of Linfen is in Russia..,0,1148,530
It is the case both that The city of Zhoushan is in Jordan. and that The city of Zhangzhou is in Malaysia..,0,128,21
It is the case both that The city of Teresina is in Brazil. and that The city of Assiut is in Indonesia..,0,195,1081
It is the case both that The city of Tlalpan is in Mexico. and that The city of Karbala is in Kuwait..,0,27,1009
It is the case both that The city of Bareilly is in India. and that The city of Comilla is in Bangladesh..,1,474,191
It is the case both that The city of Caloocan is in the Philippines. and that The city of Port Harcourt is in Nigeria..,1,512,342
It is the case both that The city of Bhubaneswar is in Turkey. and that The city of Krasnoyarsk is in the Dominican Republic..,0,96,422
It is the case both that The city of Daejeon is in Rwanda. and that The city of Onitsha is in Nigeria..,0,615,82
It is the case both that The city of Shymkent is in Kazakhstan. and that The city of Setagaya is in Japan..,1,237,363
It is the case both that The city of Siliguri is in Pakistan. and that The city of Laiwu is in Sudan..,0,795,867
It is the case both that The city of Calabar is in Uganda. and that The city of Jeddah is in the Democratic Republic of the Congo..,0,171,357
It is the case both that The city of Lyon is in France. and that The city of Osogbo is in Nigeria..,1,336,600
It is the case both that The city of Seongnam-si is in South Korea. and that The city of Thiruvananthapuram is in India..,1,356,927
It is the case both that The city of Sulaymaniyah is in China. and that The city of Jilin is in China..,0,328,233
It is the case both that The city of Al Mawsil al Jadidah is in the United States. and that The city of Vinh is in Vietnam..,0,270,629
It is the case both that The city of Lanzhou is in China. and that The city of Niluefer is in Turkey..,1,340,300
It is the case both that The city of Culiacan is in Mexico. and that The city of Khartoum is in India..,0,624,263
It is the case both that The city of Zigong is in China. and that The city of Pekanbaru is in Indonesia..,1,608,211
It is the case both that The city of Xianyang is in China. and that The city of Lahore is in the Democratic Republic of the Congo..,0,890,1123
It is the case both that The city of Hengyang is in the Philippines. and that The city of Rangpur is in Bosnia and Herzegovina..,0,680,227
It is the case both that The city of Kharkiv is in Ukraine. and that The city of Hamhung is in Turkey..,0,28,68
It is the case both that The city of Changshu is in China. and that The city of Soweto is in Mexico..,0,1161,1173
It is the case both that The city of Niteroi is in India. and that The city of Xuhui is in India..,0,1036,436
It is the case both that The city of Itabashi is in Japan. and that The city of Izmir is in Turkey..,1,294,235
It is the case both that The city of Johannesburg is in South Africa. and that The city of Hebi is in China..,1,674,499
It is the case both that The city of Suez is in Egypt. and that The city of Chizhou is in China..,1,39,279
It is the case both that The city of Nanded is in India. and that The city of Carrefour is in Haiti..,1,242,351
It is the case both that The city of Malatya is in Turkey. and that The city of Hubballi is in India..,1,740,372
It is the case both that The city of Soweto is in Mexico. and that The city of Muzaffarabad is in India..,0,1173,69
It is the case both that The city of Kakamega is in India. and that The city of Qinhuangdao is in India..,0,216,756
It is the case both that The city of Sanya is in Malaysia. and that The city of Xinyu is in India..,0,4,236
It is the case both that The city of Jamnagar is in the Philippines. and that The city of Kolwezi is in Mozambique..,0,751,1055
It is the case both that The city of Santo Domingo Oeste is in Iran. and that The city of Busan is in South Korea..,0,1128,460
It is the case both that The city of Chuxiong is in China. and that The city of Davao is in China..,0,950,1113
It is the case both that The city of Bhayandar is in China. and that The city of Andijon is in China..,0,219,1047
It is the case both that The city of Al Mahallah al Kubra is in Egypt. and that The city of Omdurman is in Sudan..,1,947,1168
It is the case both that The city of Bishkek is in Iraq. and that The city of Gustavo Adolfo Madero is in China..,0,104,368
It is the case both that The city of Leipzig is in Germany. and that The city of Calabar is in Uganda..,0,750,171
It is the case both that The city of Dammam is in Pakistan. and that The city of Warangal is in India..,0,216,806
It is the case both that The city of Faisalabad is in Pakistan. and that The city of Coimbatore is in India..,1,868,509
It is the case both that The city of Aparecida de Goiania is in Brazil. and that The city of Al Fayyum is in Egypt..,1,206,833
It is the case both that The city of Jammu is in India. and that The city of Seattle is in China..,0,1089,152
It is the case both that The city of Kayseri is in Turkey. and that The city of Maracaibo is in China..,0,415,853
It is the case both that The city of Pingliang is in Indonesia. and that The city of Kolhapur is in Tanzania..,0,638,16
It is the case both that The city of Muscat is in Oman. and that The city of Ciudad Nezahualcoyotl is in Mexico..,1,246,358
It is the case both that The city of Ibb is in India. and that The city of Sulaymaniyah is in Iraq..,0,280,275
It is the case both that The city of Lanzhou is in China. and that The city of Tokyo is in Japan..,1,340,1129
It is the case both that The city of Kalaburagi is in Turkey. and that The city of Thiruvananthapuram is in Mozambique..,0,382,1117
It is the case both that The city of Ulanqab is in Pakistan. and that The city of Dakar is in Germany..,0,607,127
It is the case both that The city of Cheongju-si is in South Korea. and that The city of UEskuedar is in Turkey..,1,173,196
It is the case both that The city of Muscat is in China. and that The city of Pikine is in Senegal..,0,1094,504
It is the case both that The city of Bursa is in Turkey. and that The city of Conakry is in Guinea..,1,57,2
It is the case both that The city of Daegu is in Mexico. and that The city of Langfang is in Angola..,0,951,815
It is the case both that The city of Batam is in Indonesia. and that The city of Panshan is in China..,1,1005,1135
It is the case both that The city of Pingliang is in China. and that The city of Kagoshima is in Ecuador..,0,290,278
It is the case both that The city of Jos is in Nigeria. and that The city of Edogawe is in Japan..,1,477,1184
It is the case both that The city of Zunyi is in the United Arab Emirates. and that The city of Phnom Penh is in Cambodia..,0,255,823
It is the case both that The city of Quezon City is in the Philippines. and that The city of Jabalpur is in India..,1,65,510
It is the case both that The city of Quito is in Ecuador. and that The city of Weihai is in China..,1,591,493
It is the case both that The city of Teresina is in Brazil. and that The city of Beirut is in India..,0,195,965
It is the case both that The city of Porto Alegre is in Brazil. and that The city of Pretoria is in South Africa..,1,278,60
It is the case both that The city of Bhavnagar is in India. and that The city of UEruemqi is in China..,1,682,613
It is the case both that The city of Yaounde is in China. and that The city of Xinyu is in China..,0,443,38
It is the case both that The city of Tiruchirappalli is in India. and that The city of Barquisimeto is in Venezuela..,1,403,253
It is the case both that The city of Kallakurichi is in India. and that The city of Ya'an is in China..,1,1120,23
It is the case both that The city of Dar es Salaam is in Tanzania. and that The city of San Luis Potosi is in Mexico..,1,666,233
It is the case both that The city of Suizhou is in Kyrgyzstan. and that The city of Islamabad is in New Zealand..,0,479,210
It is the case both that The city of Huludao is in China. and that The city of Beijing is in the Philippines..,0,932,711
It is the case both that The city of Ha'il is in Finland. and that The city of Faridabad is in Indonesia..,0,739,189
It is the case both that The city of Dehradun is in Mexico. and that The city of Anqing is in China..,0,277,7
It is the case both that The city of Kimhae is in South Korea. and that The city of Shenyang is in China..,1,569,161
It is the case both that The city of Barnaul is in Russia. and that The city of Kyiv is in Germany..,0,199,945
It is the case both that The city of Ananindeua is in Iran. and that The city of Puente Alto is in China..,0,285,52
It is the case both that The city of Perm is in India. and that The city of Vijayawada is in Turkey..,0,1145,83
It is the case both that The city of Shekhupura is in Lithuania. and that The city of Arusha is in Tanzania..,0,801,264
It is the case both that The city of Narela is in China. and that The city of Taguig is in the Philippines..,0,62,53
It is the case both that The city of Hwaseong-si is in South Korea. and that The city of Durban is in South Africa..,1,332,724
It is the case both that The city of Balbala is in Djibouti. and that The city of Tangshan is in India..,0,1147,125
It is the case both that The city of Goiania is in Brazil. and that The city of General Santos is in the Philippines..,1,761,275
It is the case both that The city of Bobo-Dioulasso is in Malaysia. and that The city of Adana is in China..,0,587,487
It is the case both that The city of Battagram is in Pakistan. and that The city of Cancun is in Mexico..,1,602,205
It is the case both that The city of Jaboatao dos Guararapes is in Brazil. and that The city of Zhu Cheng City is in China..,1,671,35
It is the case both that The city of Guli is in China. and that The city of Bouake is in China..,0,369,388
It is the case both that The city of Fes is in Morocco. and that The city of Pelentong is in Malaysia..,1,321,138
It is the case both that The city of Pimpri is in India. and that The city of Shah Alam is in Malaysia..,1,698,539
It is the case both that The city of Faridabad is in India. and that The city of Novokuznetsk is in Russia..,1,64,295
It is the case both that The city of Moradabad is in India. and that The city of Nairobi is in Kenya..,1,1186,968
It is the case both that The city of Odesa is in Pakistan. and that The city of Irbid is in Jordan..,0,554,95
It is the case both that The city of Panjin is in China. and that The city of Korla is in China..,1,338,442
It is the case both that The city of Kumamoto is in Japan. and that The city of Owerri is in Nigeria..,1,234,306
It is the case both that The city of Xuchang is in China. and that The city of Addis Ababa is in Ethiopia..,1,783,410
It is the case both that The city of Jieyang is in China. and that The city of Nyala is in Sudan..,1,236,257
It is the case both that The city of Zunyi is in the United Arab Emirates. and that The city of Kumasi is in Ghana..,0,255,931
It is the case both that The city of Kagoshima is in Japan. and that The city of Hangzhou is in China..,1,486,258
It is the case both that The city of Benoni is in South Africa. and that The city of Malatya is in Turkey..,1,421,740
It is the case both that The city of Serang is in Sudan. and that The city of Daqing is in India..,0,985,1078
It is the case both that The city of Qujing is in Turkey. and that The city of Buraydah is in Saudi Arabia..,0,358,341
It is the case both that The city of Multan is in Pakistan. and that The city of Sanya is in Malaysia..,0,669,4
It is the case both that The city of Binzhou is in China. and that The city of Hiroshima is in Japan..,1,1018,944
It is the case both that The city of Lodz is in Poland. and that The city of Khulna is in Bangladesh..,1,411,75
It is the case both that The city of Aracaju is in Brazil. and that The city of Muntinlupa is in the Philippines..,1,982,1109
It is the case both that The city of Zhuzhou is in the United States. and that The city of Quebec is in Canada..,0,354,1141
It is the case both that The city of Changshu is in China. and that The city of Mandalay is in the United States..,0,1161,173
It is the case both that The city of Kananga is in the Democratic Republic of the Congo. and that The city of Najafgarh is in India..,1,186,482
It is the case both that The city of Vadodara is in Bangladesh. and that The city of Erode is in Guinea..,0,15,508
It is the case both that The city of Bilimora is in the United States. and that The city of Fuxin is in China..,0,434,1143
It is the case both that The city of Anqing is in India. and that The city of Jinan is in India..,0,568,147
It is the case both that The city of Anshun is in China. and that The city of Al Basrah al Qadimah is in Iraq..,1,253,374
It is the case both that The city of Arak is in Iran. and that The city of Ulan Bator is in Mongolia..,1,1130,419
It is the case both that The city of Dalian is in China. and that The city of Jilin is in China..,1,721,233
It is the case both that The city of Bujumbura is in Burundi. and that The city of Sofia is in Bulgaria..,1,352,224
It is the case both that The city of New South Memphis is in the United States. and that The city of Bhubaneswar is in Turkey..,0,188,96
It is the case both that The city of Ulan Bator is in China. and that The city of Osogbo is in Nigeria..,0,241,600
It is the case both that The city of Yinchuan is in France. and that The city of Pasig City is in the Philippines..,0,1033,578
It is the case both that The city of Kirkuk is in the United States. and that The city of Arak is in Iran..,0,371,1130
It is the case both that The city of Kermanshah is in Iran. and that The city of Gqeberha is in China..,0,209,1079
It is the case both that The city of Kalaburagi is in Turkey. and that The city of Ar Raqqah is in Syria..,0,382,84
It is the case both that The city of Surat is in India. and that The city of Feira de Santana is in Brazil..,1,557,1041
It is the case both that The city of Siliguri is in India. and that The city of Nowrangapur is in India..,1,281,1014
It is the case both that The city of Marseille is in France. and that The city of Dar es Salaam is in Tanzania..,1,218,666
It is the case both that The city of Kananga is in China. and that The city of Soacha is in Colombia..,0,560,360
It is the case both that The city of Aihara is in Japan. and that The city of Porto Alegre is in Brazil..,1,150,278
It is the case both that The city of Budta is in the Philippines. and that The city of Ahvaz is in China..,0,463,333
It is the case both that The city of Kimhae is in South Korea. and that The city of Zibo is in Bangladesh..,0,569,301
It is the case both that The city of Barnaul is in Russia. and that The city of Incheon is in South Korea..,1,199,605
It is the case both that The city of Novokuznetsk is in Malaysia. and that The city of Barranquilla is in Mexico..,0,36,933
It is the case both that The city of Zhangjiagang is in Indonesia. and that The city of Hubballi is in India..,0,86,372
It is the case both that The city of Matsuyama is in India. and that The city of Kathmandu is in Nepal..,0,327,1028
It is the case both that The city of Naucalpan de Juarez is in Mexico. and that The city of Ta'if is in Nigeria..,0,271,1104
It is the case both that The city of Cheongju-si is in South Korea. and that The city of Guangzhou is in the Democratic Republic of the Congo..,0,173,397
It is the case both that The city of Nanchang is in India. and that The city of Astana is in Kazakhstan..,0,314,93
It is the case both that The city of Al Basrah al Qadimah is in China. and that The city of Douala is in China..,0,114,1148
It is the case both that The city of Malatya is in Iran. and that The city of Rostov-on-Don is in China..,0,489,1103
It is the case both that The city of Yingkou is in China. and that The city of Ra's Bayrut is in Lebanon..,1,203,1035
It is the case both that The city of Zhaotong is in China. and that The city of Wenzhou is in China..,1,53,396
It is the case both that The city of Anshun is in China. and that The city of Kitakyushu is in Japan..,1,253,856
It is the case both that The city of Jiangyin is in China. and that The city of Auckland is in New Zealand..,1,935,1093
It is the case both that The city of Daxing'anling is in China. and that The city of Quezon City is in the Philippines..,1,599,65
It is the case both that The city of Warri is in Myanmar. and that The city of Ar Raqqah is in Syria..,0,347,84
"It is the case both that The city of Mianzhu, Deyang, Sichuan is in China. and that The city of Ibb is in India..",0,571,280
It is the case both that The city of Aden is in China. and that The city of Irbid is in Jordan..,0,164,95
It is the case both that The city of Okayama is in Japan. and that The city of Taguig is in the Philippines..,1,866,53
It is the case both that The city of Chelyabinsk is in Japan. and that The city of Himeji is in Japan..,0,222,59
It is the case both that The city of Busan is in China. and that The city of Victoria de Durango is in Belarus..,0,1061,196
It is the case both that The city of Banjarmasin is in Nigeria. and that The city of Wuwei is in Russia..,0,47,943
It is the case both that The city of Santo Domingo Oeste is in the Dominican Republic. and that The city of Hoji ya Henda is in Angola..,1,54,296
It is the case both that The city of Kuala Lumpur is in Malaysia. and that The city of Chennai is in India..,1,34,74
It is the case both that The city of Kaifeng is in China. and that The city of Mosul is in Iraq..,1,221,376
It is the case both that The city of Kunming is in Mexico. and that The city of Benguela is in Angola..,0,20,649
It is the case both that The city of Khartoum North is in Sudan. and that The city of Fuxin is in China..,1,259,1143
It is the case both that The city of Chenzhou is in China. and that The city of Songjiang is in China..,1,450,826
It is the case both that The city of Vientiane is in Laos. and that The city of Kharkiv is in Iraq..,0,132,389
It is the case both that The city of Gwalior is in China. and that The city of Mandalay is in the United States..,0,891,173
It is the case both that The city of Bagcilar is in Turkey. and that The city of Aracaju is in Brazil..,1,399,982
It is the case both that The city of Sharjah is in Brazil. and that The city of Setagaya is in Japan..,0,1052,363
It is the case both that The city of Bhiwandi is in China. and that The city of Belford Roxo is in China..,0,334,50
It is the case both that The city of Libreville is in Gabon. and that The city of Muntinlupa is in the Philippines..,1,974,1109
It is the case both that The city of Thuan An is in China. and that The city of Jeonju is in South Korea..,0,427,401
It is the case both that The city of Suez is in Egypt. and that The city of San Luis Potosi is in Mexico..,1,39,233
It is the case both that The city of Ulan Bator is in China. and that The city of Naberezhnyye Chelny is in China..,0,241,234
It is the case both that The city of Cabinda is in South Africa. and that The city of Amritsar is in China..,0,362,230
It is the case both that The city of Sevastopol is in Ukraine. and that The city of Mogadishu is in Somalia..,1,9,195
It is the case both that The city of Rizhao is in China. and that The city of Bukit Rahman Putra is in Malaysia..,1,618,1151
It is the case both that The city of Dar es Salaam is in Tanzania. and that The city of Mississauga is in India..,0,666,335
It is the case both that The city of Madurai is in China. and that The city of Nay Pyi Taw is in Kazakhstan..,0,487,380
It is the case both that The city of Ibb is in Yemen. and that The city of Rohini is in Saudi Arabia..,0,413,492
It is the case both that The city of Baku is in China. and that The city of Tijuana is in Mexico..,0,849,978
It is the case both that The city of Mogadishu is in Somalia. and that The city of Rizhao is in China..,1,195,618
It is the case both that The city of Sungai Petani is in Malawi. and that The city of Khartoum is in India..,0,97,263
It is the case both that The city of Sofia is in Bulgaria. and that The city of Madurai is in India..,1,224,962
It is the case both that The city of Tolyatti is in Russia. and that The city of Gqeberha is in South Africa..,1,495,72
It is the case both that The city of Johannesburg is in South Africa. and that The city of Amritsar is in India..,1,674,809
It is the case both that The city of Makhachkala is in Russia. and that The city of Ulsan is in South Korea..,1,241,1063
It is the case both that The city of Huzhou is in China. and that The city of Warri is in Nigeria..,1,1037,584
It is the case both that The city of Ciudad Guayana is in Venezuela. and that The city of Dombivali is in India..,1,113,836
It is the case both that The city of Qujing is in Turkey. and that The city of Busan is in China..,0,358,1061
It is the case both that The city of Ziyang is in Iraq. and that The city of Al Basrah al Qadimah is in Iraq..,0,650,374
It is the case both that The city of Antalya is in Turkey. and that The city of Changwon is in South Korea..,1,1002,862
It is the case both that The city of Langfang is in China. and that The city of Khulna is in Bangladesh..,1,1136,75
It is the case both that The city of Saratov is in Russia. and that The city of Antananarivo is in Egypt..,0,157,96
It is the case both that The city of Kuantan is in China. and that The city of Zanzibar is in Tanzania..,0,979,1085
It is the case both that The city of Bengbu is in the United States. and that The city of Pekanbaru is in Indonesia..,0,1025,211
It is the case both that The city of Dortmund is in Germany. and that The city of Vladivostok is in Russia..,1,760,470
It is the case both that The city of Anqing is in China. and that The city of Aguascalientes is in Mexico..,1,7,456
It is the case both that The city of Yingkou is in China. and that The city of Duesseldorf is in Vietnam..,0,203,1091
It is the case both that The city of Conakry is in Guinea. and that The city of Matola is in Mozambique..,1,2,332
It is the case both that The city of UEruemqi is in China. and that The city of Namangan is in Uzbekistan..,1,613,210
It is the case both that The city of Agege is in Japan. and that The city of Zhengzhou is in China..,0,400,39
It is the case both that The city of Guwahati is in India. and that The city of Nanjing is in China..,1,874,1088
It is the case both that The city of Xuchang is in China. and that The city of Qui Nhon is in Vietnam..,1,783,81
It is the case both that The city of Putian is in China. and that The city of Kanayannur is in India..,1,505,477
It is the case both that The city of Guiyang is in China. and that The city of Dar es Salaam is in Tanzania..,1,429,666
It is the case both that The city of Aracaju is in Brazil. and that The city of Mersin is in China..,0,982,824
It is the case both that The city of Pest is in Hungary. and that The city of Bogor is in Yemen..,0,22,435
It is the case both that The city of Hamamatsu is in Japan. and that The city of Lviv is in Ukraine..,1,785,912
It is the case both that The city of Mersin is in China. and that The city of Aleppo is in Syria..,0,824,467
It is the case both that The city of Liaocheng is in China. and that The city of Yangjiang is in China..,1,202,535
It is the case both that The city of Kimhae is in South Korea. and that The city of Puxi is in Nigeria..,0,569,661
It is the case both that The city of Ashgabat is in Turkmenistan. and that The city of Benin City is in Nigeria..,1,366,903
It is the case both that The city of Dortmund is in Germany. and that The city of Guigang is in China..,1,760,802
It is the case both that The city of Albuquerque is in Nepal. and that The city of Thu GJuc is in Vietnam..,0,617,150
It is the case both that The city of Salta is in Argentina. and that The city of Hiroshima is in Japan..,1,934,944
It is the case both that The city of Shekhupura is in Pakistan. and that The city of Porto Alegre is in China..,0,730,323
It is the case both that The city of Borama is in Somalia. and that The city of Tomsk is in Russia..,1,377,110
It is the case both that The city of Zaozhuang is in South Korea. and that The city of Kagoshima is in Ecuador..,0,160,278
It is the case both that The city of Rajshahi is in Malaysia. and that The city of Feira de Santana is in Brazil..,0,330,1041
It is the case both that The city of San Miguel de Tucuman is in Argentina. and that The city of Gazipur is in India..,0,250,213
It is the case both that The city of Cagayan de Oro is in the United States. and that The city of Florianopolis is in the United States..,0,352,192
It is the case both that The city of Dera Ismail Khan is in Mozambique. and that The city of Hefei is in Russia..,0,988,339
It is the case both that The city of Pyongyang is in North Korea. and that The city of Chattogram is in Djibouti..,0,49,1106
It is the case both that The city of Tomsk is in Russia. and that The city of Seoul is in Mozambique..,0,110,896
It is the case both that The city of Wroclaw is in Poland. and that The city of Pune is in India..,1,880,284
It is the case both that The city of Al Fayyum is in Malaysia. and that The city of Kashgar is in China..,0,184,232
It is the case both that The city of Guankou is in China. and that The city of Niamey is in Niger..,1,873,55
It is the case both that The city of Irkutsk is in Russia. and that The city of Mazar-e Sharif is in Afghanistan..,1,218,43
It is the case both that The city of Ebute Ikorodu is in Nigeria. and that The city of Narela is in China..,0,386,62
It is the case both that The city of Ahmedabad is in India. and that The city of Bursa is in Turkey..,1,1084,57
It is the case both that The city of Kikwit is in the Democratic Republic of the Congo. and that The city of Shihezi is in China..,1,114,365
It is the case both that The city of Dalian is in China. and that The city of Sanya is in China..,1,721,788
It is the case both that The city of Port Said is in Egypt. and that The city of Neijiang is in China..,1,850,126
It is the case both that The city of Suwon is in China. and that The city of Xiaogan is in Bangladesh..,0,837,336
It is the case both that The city of Stockholm is in the Dominican Republic. and that The city of Selayang Baru Utara is in Malaysia..,0,901,1087
It is the case both that The city of Bijie is in China. and that The city of Oklahoma City is in the United States..,1,657,884
It is the case both that The city of Zhongwei is in China. and that The city of Najran is in China..,0,276,343
It is the case both that The city of Karol Bagh is in India. and that The city of Benin City is in Nigeria..,1,292,903
It is the case both that The city of Kumamoto is in Japan. and that The city of Managua is in China..,0,234,930
It is the case both that The city of Thembisa is in South Africa. and that The city of Nanded is in India..,1,201,242
It is the case both that The city of Foshan is in China. and that The city of Petaling Jaya is in China..,0,66,894
It is the case both that The city of Tasikmalaya is in China. and that The city of New York City is in the United States..,0,413,734
It is the case both that The city of Kigali is in India. and that The city of Jamnagar is in the Philippines..,0,714,751
It is the case both that The city of Kisangani is in the Democratic Republic of the Congo. and that The city of Qingdao is in India..,0,534,153
It is the case both that The city of Zhoushan is in China. and that The city of Kalyan is in India..,1,574,1054
It is the case both that The city of Abobo is in Côte d'Ivoire. and that The city of Mar del Plata is in Argentina..,1,426,402
It is the case both that The city of Shaoguan is in Angola. and that The city of Onitsha is in India..,0,295,841
It is the case both that The city of Ryazan' is in Russia. and that The city of Ordos is in China..,1,123,725
It is the case both that The city of Erzurum is in Brazil. and that The city of Dar es Salaam is in the Philippines..,0,446,76
It is the case both that The city of Longyan is in China. and that The city of Carrefour is in Haiti..,1,56,351
It is the case both that The city of Bikaner is in Egypt. and that The city of Yibin is in China..,0,577,779
It is the case both that The city of Amritsar is in India. and that The city of Xingtai is in China..,1,809,361
It is the case both that The city of Benxi is in China. and that The city of Pyongyang is in China..,0,766,496
It is the case both that The city of Heze is in China. and that The city of Vinh is in China..,0,74,164
It is the case both that The city of San Pedro Sula is in Honduras. and that The city of Ciudad Guayana is in Poland..,0,482,676
It is the case both that The city of Cancun is in Mexico. and that The city of Krasnoyarsk is in the Dominican Republic..,0,205,422
It is the case both that The city of Luzhou is in China. and that The city of Harare is in India..,0,1170,1156
It is the case both that The city of Luancheng is in India. and that The city of Shangyu is in Saudi Arabia..,0,385,119
It is the case both that The city of Tangier is in Egypt. and that The city of Zhuzhou is in the United States..,0,281,354
It is the case both that The city of Mosul is in Iraq. and that The city of Hoji ya Henda is in Angola..,1,376,296
It is the case both that The city of Qingpu is in China. and that The city of Xianyang is in Mexico..,0,984,118
It is the case both that The city of Abuja is in Nigeria. and that The city of Yingkou is in China..,1,439,203
It is the case both that The city of Tiruchirappalli is in India. and that The city of Owerri is in Japan..,0,403,194
It is the case both that The city of Coyoacan is in Mexico. and that The city of Pasir Gudang is in Malaysia..,1,9,466
It is the case both that The city of Quezon City is in the Philippines. and that The city of General Santos is in the Philippines..,1,65,275
It is the case both that The city of Chisinau is in Moldova. and that The city of Binzhou is in China..,1,186,1018
It is the case both that The city of Jieyang is in China. and that The city of Sargodha is in Pakistan..,1,236,158
It is the case both that The city of Wuzhong is in China. and that The city of Shangyu is in China..,1,421,524
It is the case both that The city of Cagayan de Oro is in the United States. and that The city of Konya is in Turkey..,0,352,46
It is the case both that The city of Auckland is in China. and that The city of Maturin is in Venezuela..,0,348,204
It is the case both that The city of Borivli is in India. and that The city of Lyon is in France..,1,659,336
It is the case both that The city of Tirunelveli is in Turkmenistan. and that The city of Zhuzhou is in China..,0,388,348
It is the case both that The city of Binzhou is in China. and that The city of Ar Raqqah is in Turkey..,0,1018,812
It is the case both that The city of Jeonju is in Egypt. and that The city of Siliguri is in India..,0,497,281
It is the case both that The city of Teni is in India. and that The city of Shenyang is in China..,1,1131,161
It is the case both that The city of Astana is in Hungary. and that The city of Wanxian is in Syria..,0,861,460
It is the case both that The city of Cuttack is in India. and that The city of Jhang Sadr is in Pakistan..,1,468,3
It is the case both that The city of Kalyan is in India. and that The city of Hohhot is in China..,1,1054,770
It is the case both that The city of Bekasi is in Indonesia. and that The city of Selayang Baru Utara is in India..,0,181,330
It is the case both that The city of Bijie is in China. and that The city of Khabarovsk is in Saudi Arabia..,0,657,258
It is the case both that The city of Ecatepec de Morelos is in Lebanon. and that The city of Gujrat is in Pakistan..,0,251,107
It is the case both that The city of Dera Ismail Khan is in Pakistan. and that The city of Hermosillo is in Mexico..,1,178,303
It is the case both that The city of Meknes is in Morocco. and that The city of Benguela is in Angola..,1,237,649
It is the case both that The city of Nansana is in Uganda. and that The city of Mengzi is in China..,1,387,471
It is the case both that The city of Bulawayo is in Zimbabwe. and that The city of Sanaa is in Yemen..,1,393,594
It is the case both that The city of Wenzhou is in Colombia. and that The city of Rio de Janeiro is in Brazil..,0,344,66
It is the case both that The city of Nashik is in India. and that The city of Kimhae is in South Korea..,1,805,569
It is the case both that The city of Al Mahallah al Kubra is in Indonesia. and that The city of Kikwit is in the Democratic Republic of the Congo..,0,759,114
It is the case both that The city of Kota Bharu is in China. and that The city of Bhubaneswar is in India..,0,274,378
It is the case both that The city of Bengaluru is in India. and that The city of Bokaro is in India..,1,493,1080
It is the case both that The city of Nanjing is in India. and that The city of Saitama is in Japan..,0,536,364
It is the case both that The city of Jajmau is in India. and that The city of Paranaque City is in the Philippines..,1,1004,737
It is the case both that The city of Callao is in Peru. and that The city of Laibin is in China..,1,507,763
It is the case both that The city of Jinzhong is in China. and that The city of Pallabi is in Bangladesh..,1,2,1020
It is the case both that The city of Pingliang is in China. and that The city of Kalyan is in India..,1,290,1054
It is the case both that The city of Voronezh is in Russia. and that The city of Khartoum is in Sudan..,1,18,250
It is the case both that The city of Shizuishan is in Iran. and that The city of Marseille is in China..,0,736,169
It is the case both that The city of Tyumen is in Russia. and that The city of Luohu District is in China..,1,137,220
It is the case both that The city of Ho Chi Minh City is in Vietnam. and that The city of Hanzhong is in Nigeria..,0,559,273
It is the case both that The city of Ho Chi Minh City is in Vietnam. and that The city of Kolhapur is in Tanzania..,0,559,16
It is the case both that The city of Ulan Bator is in Mongolia. and that The city of Lodz is in Poland..,1,419,411
It is the case both that The city of Thu GJuc is in Vietnam. and that The city of Indore is in India..,1,150,678
It is the case both that The city of Reynosa is in China. and that The city of Zunyi is in the United Arab Emirates..,0,282,255
It is the case both that The city of Wuzhou is in China. and that The city of Daxing'anling is in Nepal..,0,79,906
It is the case both that The city of Pretoria is in South Africa. and that The city of Las Pinas is in the Philippines..,1,60,102
It is the case both that The city of Mbeya is in Tanzania. and that The city of Osaka is in Japan..,1,876,1024
It is the case both that The city of San Pedro Sula is in Côte d'Ivoire. and that The city of Ganzhou is in China..,0,409,498
It is the case both that The city of Tasikmalaya is in China. and that The city of Muzaffarabad is in Pakistan..,0,413,177
It is the case both that The city of Nagpur is in India. and that The city of Kharkiv is in Ukraine..,1,440,28
It is the case both that The city of Stockholm is in the Dominican Republic. and that The city of Rizhao is in India..,0,901,888
It is the case both that The city of Warri is in Nigeria. and that The city of Johannesburg is in South Africa..,1,584,674
It is the case both that The city of Contagem is in China. and that The city of Weihai is in China..,0,486,493
It is the case both that The city of Vadodara is in India. and that The city of Shihezi is in Turkey..,0,821,910
It is the case both that The city of Pudong is in China. and that The city of Kampala is in Uganda..,1,214,892
It is the case both that The city of Bouake is in China. and that The city of Huaihua is in China..,0,388,445
It is the case both that The city of Andijon is in Uzbekistan. and that The city of Zhengzhou is in Uzbekistan..,0,207,226
It is the case both that The city of Gwalior is in India. and that The city of Kuantan is in Malaysia..,1,723,485
It is the case both that The city of Linyi is in Mexico. and that The city of Panjin is in Syria..,0,647,435
It is the case both that The city of Bareilly is in India. and that The city of Vadodara is in India..,1,474,821
It is the case both that The city of Petaling Jaya is in China. and that The city of Heze is in China..,0,894,74
