train_task,test_task,train_condition,test_condition,layer,model,auroc
F2,F4,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5546660043327676
F2,F4,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.552764554097501
F2,F4,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5498433856301141
F2,F4,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5474989995998399
F2,F4,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5451242565991913
F2,F4,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5578576258089443
F2,F4,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5515792523906113
F2,F4,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5406948986491147
F2,F4,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5505153785652193
F2,F4,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5498185481088987
F2,F4,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5456430848201349
F2,F4,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.549800609899132
F2,F4,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.5523643940334755
F2,F5,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F2,F5,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.5137518094486115
F2,F5,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.5106656240193548
F2,F5,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.511009798860174
F2,F5,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5078413657667507
F2,F5,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5060097735532003
F2,F5,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.4889180762650956
F2,F5,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.4817739176207395
F2,F5,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.4748727059228441
F2,F5,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.4751333677508174
F2,F5,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.4763126727200947
F2,F5,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.4771844979602579
F2,F5,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.4769048559020923
F2,F5,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.4756977132618664
F2,F5,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.4748144998835879
F2,F5,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.4800188790022979
F2,F5,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.4879791875449198
F2,F5,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.4778133762539606
F2,F5,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.4794064502414285
F2,F5,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.4860039782562482
F2,F5,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.4854453268142569
F2,F5,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.4784662961725733
F2,F5,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.4864392582019901
F2,F5,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.4867366151416684
F2,F5,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.4917613147478918
F2,F5,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5060104062275401
F2,F5,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.4986296273801209
F2,F5,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.495540911253505
F2,F5,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.4962355876785407
F2,F5,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.4939782056343446
F2,F5,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.4894229503882089
F2,F5,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.4860672456902224
F2,F5,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.4829291809651067
F3,A1,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,A1,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.4315339273935711
F3,A1,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.4267738831961618
F3,A1,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.5791037000625989
F3,A1,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5750788789318679
F3,A1,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5760199644572163
F3,A1,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5765577276145583
F3,A1,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5765367212412246
F3,A1,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.5770744843985666
F3,A1,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.5777550908945774
F3,A1,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.5785407292572566
F3,A1,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.579133108985266
F3,A1,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.5793431727186029
F3,A1,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.5809312545426283
F3,A1,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.5808430277746268
F3,A1,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.5804481079559538
F3,A1,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.5801582200039491
F3,A1,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.5788222146599278
F3,A1,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.5789356490759296
F3,A1,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.5787003776945926
F3,A1,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5808136188519597
F3,A1,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.580397692659953
F3,A1,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5800237792146138
F3,A1,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5803934913852863
F3,A1,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5788180133852612
F3,A1,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5737974901585141
F3,A1,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5801792263772829
F3,A1,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.57583510837188
F3,A1,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5709868374064692
F3,A1,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5634791595770157
F3,A1,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5413972599286624
F3,A1,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.543044159598022
F3,A1,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.5286673976884586
F3,A2,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,A2,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.4379041394335512
F3,A2,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.4485098039215686
F3,A2,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.5457821350762527
F3,A2,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5437472766884532
F3,A2,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5433202614379085
F3,A2,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5429891067538126
F3,A2,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5433115468409586
F3,A2,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.5425228758169934
F3,A2,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.5424967320261438
F3,A2,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.5430980392156863
F3,A2,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.5427015250544661
F3,A2,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.5420261437908496
F3,A2,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.5414596949891067
F3,A2,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.5421220043572984
F3,A2,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.541751633986928
F3,A2,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.5411721132897603
F3,A2,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.5407843137254902
F3,A2,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.5401045751633986
F3,A2,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.5375511982570805
F3,A2,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5341699346405229
F3,A2,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.5325490196078432
F3,A2,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5327015250544662
F3,A2,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5322788671023965
F3,A2,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5312374727668845
F3,A2,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5277429193899782
F3,A2,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5309978213507625
F3,A2,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5241394335511983
F3,A2,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5177385620915033
F3,A2,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5102265795206972
F3,A2,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5140435729847495
F3,A2,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.5438954248366012
F3,A2,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.5650544662309368
F3,A3,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,A3,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.4629918699186991
F3,A3,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.4627682926829268
F3,A3,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.5224024390243902
F3,A3,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5205609756097561
F3,A3,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5204227642276422
F3,A3,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5201056910569105
F3,A3,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5206138211382113
F3,A3,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.5186951219512195
F3,A3,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.5175447154471544
F3,A3,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.518260162601626
F3,A3,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.5184634146341465
F3,A3,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.5183536585365853
F3,A3,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.5164308943089431
F3,A3,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.5179756097560976
F3,A3,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.5191382113821138
F3,A3,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.5194552845528455
F3,A3,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.5191463414634147
F3,A3,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.519369918699187
F3,A3,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.5176056910569106
F3,A3,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5138048780487805
F3,A3,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.513869918699187
F3,A3,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5129837398373984
F3,A3,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5125569105691057
F3,A3,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5124674796747967
F3,A3,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.514939024390244
F3,A3,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5148577235772358
F3,A3,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5180934959349592
F3,A3,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5143252032520325
F3,A3,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.506060975609756
F3,A3,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5032032520325203
F3,A3,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.4947520325203252
F3,A3,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.4649756097560976
F3,F0,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,F0,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.5098413647595086
F3,F0,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.5100397528329066
F3,F0,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.4789088091826411
F3,F0,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.4954380145396831
F3,F0,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5031854919083992
F3,F0,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5094511702075647
F3,F0,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5114952255230487
F3,F0,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.5100134264534982
F3,F0,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.5107261191531932
F3,F0,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.5092198741599064
F3,F0,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.5098629899997367
F3,F0,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.5100171873648423
F3,F0,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.5087948911780303
F3,F0,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.5078114128615646
F3,F0,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.5097219558243354
F3,F0,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.512429811992042
F3,F0,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.5109555347451795
F3,F0,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.5124523774601062
F3,F0,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.510208993843388
F3,F0,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5148555998089457
F3,F0,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.5149364594028425
F3,F0,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5136859563809502
F3,F0,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5104327680683584
F3,F0,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5168733287450215
F3,F0,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5268623092747835
F3,F0,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.538225902900791
F3,F0,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5497211284238396
F3,F0,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.553521529336989
F3,F0,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5549224688126426
F3,F0,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.564740327876251
F3,F0,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.6304791777143437
F3,F0,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.6330459997066489
F3,F1,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,F1,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.5756570110147127
F3,F1,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.5919467753915201
F3,F1,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.4165757992382938
F3,F1,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.3993852620932694
F3,F1,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.3983643862892903
F3,F1,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.3936163656189257
F3,F1,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.3945179285386937
F3,F1,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.394720207335767
F3,F1,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.3932157587825344
F3,F1,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.3906066783609097
F3,F1,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.3912640844513977
F3,F1,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.3911392405063291
F3,F1,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.3920447541838525
F3,F1,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.3909369617092558
F3,F1,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.3938225951737543
F3,F1,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.3953744528200509
F3,F1,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.394579560359677
F3,F1,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.3941702618562239
F3,F1,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.3923197269236239
F3,F1,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.3981004756712337
F3,F1,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.4021381500971886
F3,F1,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.3986488408476746
F3,F1,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.3944610376270168
F3,F1,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.4014143712764108
F3,F1,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.4138308127498854
F3,F1,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.4121604323709287
F3,F1,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.4179016735409851
F3,F1,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.431832045386305
F3,F1,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.4223628691983122
F3,F1,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.4362600546784873
F3,F1,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.3887466616096967
F3,F1,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.3827320280029709
F3,F2,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,F2,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.3993264691882916
F3,F2,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.3963453259037373
F3,F2,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.4178807757414385
F3,F2,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.4524090715510176
F3,F2,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.4607852610558186
F3,F2,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.4886211943898677
F3,F2,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.4922751527254377
F3,F2,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.4899471410728537
F3,F2,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.4880772162635144
F3,F2,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.4828790042337245
F3,F2,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.4773157542507238
F3,F2,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.4786578055492927
F3,F2,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.4770616592048615
F3,F2,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.478305293408202
F3,F2,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.4779384660532597
F3,F2,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.4791964154704516
F3,F2,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.4768594568092104
F3,F2,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.4762492708187944
F3,F2,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.4737870540363534
F3,F2,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.4753438335426933
F3,F2,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.4815548469524698
F3,F2,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.4695157521034417
F3,F2,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.4689216707286086
F3,F2,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.4663610368509392
F3,F2,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.4947534741234615
F3,F2,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5128657984489466
F3,F2,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5313073726930138
F3,F2,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5195867913521793
F3,F2,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5319962923596124
F3,F2,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5414908579465542
F3,F2,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.586120326530028
F3,F2,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.610525976744935
F3,F4,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,F4,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.5060534558651048
F3,F4,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.5079742241724277
F3,F4,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.5315684894647514
F3,F4,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5358129458680023
F3,F4,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5315947068482565
F3,F4,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5319106953126078
F3,F4,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5319727891156463
F3,F4,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.531500876212554
F3,F4,ablation-filler-token,ablation-filler-token,9,deepseek-r1-distill-8b,0.5322749789571001
F3,F4,ablation-filler-token,ablation-filler-token,10,deepseek-r1-distill-8b,0.5349036166190614
F3,F4,ablation-filler-token,ablation-filler-token,11,deepseek-r1-distill-8b,0.5341170951139077
F3,F4,ablation-filler-token,ablation-filler-token,12,deepseek-r1-distill-8b,0.5355880283147743
F3,F4,ablation-filler-token,ablation-filler-token,13,deepseek-r1-distill-8b,0.5348594610257896
F3,F4,ablation-filler-token,ablation-filler-token,14,deepseek-r1-distill-8b,0.5345103558664845
F3,F4,ablation-filler-token,ablation-filler-token,15,deepseek-r1-distill-8b,0.536185508686233
F3,F4,ablation-filler-token,ablation-filler-token,16,deepseek-r1-distill-8b,0.5418346649004429
F3,F4,ablation-filler-token,ablation-filler-token,17,deepseek-r1-distill-8b,0.5403485532143892
F3,F4,ablation-filler-token,ablation-filler-token,18,deepseek-r1-distill-8b,0.5436271060148198
F3,F4,ablation-filler-token,ablation-filler-token,19,deepseek-r1-distill-8b,0.5410302051855225
F3,F4,ablation-filler-token,ablation-filler-token,20,deepseek-r1-distill-8b,0.5386940983289867
F3,F4,ablation-filler-token,ablation-filler-token,21,deepseek-r1-distill-8b,0.5399497730126533
F3,F4,ablation-filler-token,ablation-filler-token,22,deepseek-r1-distill-8b,0.5428626623063018
F3,F4,ablation-filler-token,ablation-filler-token,23,deepseek-r1-distill-8b,0.5441252363014171
F3,F4,ablation-filler-token,ablation-filler-token,24,deepseek-r1-distill-8b,0.5440300258034247
F3,F4,ablation-filler-token,ablation-filler-token,25,deepseek-r1-distill-8b,0.5501800720288115
F3,F4,ablation-filler-token,ablation-filler-token,26,deepseek-r1-distill-8b,0.5503539346773193
F3,F4,ablation-filler-token,ablation-filler-token,27,deepseek-r1-distill-8b,0.5505415959487243
F3,F4,ablation-filler-token,ablation-filler-token,28,deepseek-r1-distill-8b,0.5587973120282596
F3,F4,ablation-filler-token,ablation-filler-token,29,deepseek-r1-distill-8b,0.5609995722426901
F3,F4,ablation-filler-token,ablation-filler-token,30,deepseek-r1-distill-8b,0.5635757751376413
F3,F4,ablation-filler-token,ablation-filler-token,31,deepseek-r1-distill-8b,0.5641911937188668
F3,F4,ablation-filler-token,ablation-filler-token,32,deepseek-r1-distill-8b,0.5771384415835299
F3,F5,ablation-filler-token,ablation-filler-token,0,deepseek-r1-distill-8b,0.5
F3,F5,ablation-filler-token,ablation-filler-token,1,deepseek-r1-distill-8b,0.4864708919189772
F3,F5,ablation-filler-token,ablation-filler-token,2,deepseek-r1-distill-8b,0.490106871349469
F3,F5,ablation-filler-token,ablation-filler-token,3,deepseek-r1-distill-8b,0.480008756212862
F3,F5,ablation-filler-token,ablation-filler-token,4,deepseek-r1-distill-8b,0.5017942644275056
F3,F5,ablation-filler-token,ablation-filler-token,5,deepseek-r1-distill-8b,0.5102379361656898
F3,F5,ablation-filler-token,ablation-filler-token,6,deepseek-r1-distill-8b,0.5147754765303127
F3,F5,ablation-filler-token,ablation-filler-token,7,deepseek-r1-distill-8b,0.5197413374229403
F3,F5,ablation-filler-token,ablation-filler-token,8,deepseek-r1-distill-8b,0.5200570419184711
